"Date","Time (GMT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2023/08/01","00:00","4.1","226","7.4","17","1013.7","-","-"
"2023/08/01","00:06","5","239","11.8","16.6","1013.6","-","-"
"2023/08/01","00:12","4.5","252","9.1","16.7","1013.7","-","-"
"2023/08/01","00:18","3.7","251","8.1","16.8","1013.7","-","-"
"2023/08/01","00:24","4.3","258","7.2","16.8","1013.7","-","-"
"2023/08/01","00:30","1.6","203","9.1","17","1013.5","-","-"
"2023/08/01","00:36","3.5","249","6.4","17.2","1013.5","-","-"
"2023/08/01","00:42","2.2","234","8.3","17.2","1013.4","-","-"
"2023/08/01","00:48","3.2","202","5.7","16.6","1013.5","-","-"
"2023/08/01","00:54","3","228","6.7","16.5","1013.6","-","-"
"2023/08/01","01:00","2.8","223","5.8","16.6","1013.6","-","-"
"2023/08/01","01:06","2.2","227","5.9","16.7","1013.6","-","-"
"2023/08/01","01:12","2.7","184","8.5","16.5","1013.6","-","-"
"2023/08/01","01:18","2.1","190","6.4","16.2","1013.7","-","-"
"2023/08/01","01:24","3.1","214","5.6","16.1","1013.7","-","-"
"2023/08/01","01:30","2.8","233","6.1","15.8","1013.7","-","-"
"2023/08/01","01:36","1.5","188","4.4","15.9","1013.8","-","-"
"2023/08/01","01:42","3.9","207","6","15.6","1013.7","-","-"
"2023/08/01","01:48","2.6","231","6.9","15.8","1013.7","-","-"
"2023/08/01","01:54","4","261","6.8","15.4","1013.8","-","-"
"2023/08/01","02:00","2.9","254","6.7","15.5","1013.8","-","-"
"2023/08/01","02:06","4.1","276","8.6","15.4","1013.8","-","-"
"2023/08/01","02:12","2.9","263","6","15.4","1013.9","-","-"
"2023/08/01","02:18","4.7","248","7.4","15.2","1014","-","-"
"2023/08/01","02:24","1.1","222","7.1","15.5","1014","-","-"
"2023/08/01","02:30","2.3","248","5.8","15.3","1014","-","-"
"2023/08/01","02:36","0.7","64","3.6","15.2","1014.2","-","-"
"2023/08/01","02:42","0.8","41","1.8","15","1014.2","-","-"
"2023/08/01","02:48","1.1","283","4.5","15","1014.1","-","-"
"2023/08/01","02:54","1.1","216","2.9","15","1014.1","-","-"
"2023/08/01","03:00","3.1","280","6.7","14.9","1014.1","-","-"
"2023/08/01","03:06","3","235","5","14.8","1014.1","-","-"
"2023/08/01","03:12","2.4","234","6","14.7","1014.1","-","-"
"2023/08/01","03:18","1.7","221","5.2","14.6","1014.1","-","-"
"2023/08/01","03:24","3.2","253","6.1","14.6","1014.1","-","-"
"2023/08/01","03:30","3.5","260","5","14.5","1014.1","-","-"
"2023/08/01","03:36","1.6","254","5.5","14.6","1014.2","-","-"
"2023/08/01","03:42","3.2","249","6.5","14.5","1014.1","-","-"
"2023/08/01","03:48","3.1","266","6.3","14.4","1014.2","-","-"
"2023/08/01","03:54","2.9","227","5.3","14.4","1014.2","-","-"
"2023/08/01","04:00","2.7","237","8.7","14.4","1014.2","-","-"
"2023/08/01","04:06","3.9","249","5.5","14.4","1014.3","-","-"
"2023/08/01","04:12","2.2","246","6.7","14.4","1014.3","-","-"
"2023/08/01","04:18","3.8","249","6.6","14.3","1014.2","-","-"
"2023/08/01","04:24","3.8","245","7.3","14.3","1014.3","-","-"
"2023/08/01","04:30","1.3","281","6.3","14.3","1014.4","-","-"
"2023/08/01","04:36","1.3","253","2.5","14.4","1014.4","-","-"
"2023/08/01","04:42","2.3","255","5.4","14.3","1014.3","-","-"
"2023/08/01","04:48","2.5","259","4.6","14.3","1014.3","-","-"
"2023/08/01","04:54","0.6","306","4.2","14.4","1014.4","-","-"
"2023/08/01","05:00","1.7","214","4.8","14.4","1014.3","-","-"
"2023/08/01","05:06","2.1","220","5.3","14.3","1014.4","-","-"
"2023/08/01","05:12","1.6","120","3.6","14.2","1014.5","-","-"
"2023/08/01","05:18","0.7","86","4.8","14.2","1014.5","-","-"
"2023/08/01","05:24","0.8","141","2.7","14.3","1014.5","-","-"
"2023/08/01","05:30","0.6","90","2.7","14.2","1014.6","-","-"
"2023/08/01","05:36","1.5","203","4.4","14.2","1014.7","-","-"
"2023/08/01","05:42","0.7","219","3.8","14.2","1014.6","-","-"
"2023/08/01","05:48","1.7","258","4.6","14.2","1014.6","-","-"
"2023/08/01","05:54","2","126","3.6","14.2","1014.6","-","-"
"2023/08/01","06:00","0.9","311","2.7","14.3","1014.7","-","-"
"2023/08/01","06:06","1.6","134","3.3","14.3","1014.7","-","-"
"2023/08/01","06:12","0.8","153","3.2","14.4","1014.7","-","-"
"2023/08/01","06:18","0.7","23","3","14.4","1014.7","-","-"
"2023/08/01","06:24","2","220","3.4","14.3","1014.8","-","-"
"2023/08/01","06:30","2.3","151","3.5","14.3","1014.7","-","-"
"2023/08/01","06:36","0.6","231","2.5","14.3","1014.7","-","-"
"2023/08/01","06:42","0.5","184","3","14.3","1014.6","-","-"
"2023/08/01","06:48","0.9","141","2.7","14.3","1014.6","-","-"
"2023/08/01","06:54","3.2","155","5","14.3","1014.6","-","-"
"2023/08/01","07:00","1.6","84","2.4","14.3","1014.6","-","-"
"2023/08/01","07:06","2.1","245","4.3","14.3","1014.5","-","-"
"2023/08/01","07:12","0.7","344","3.5","14.2","1014.4","-","-"
"2023/08/01","07:18","0.7","262","3.9","14.2","1014.4","-","-"
"2023/08/01","07:24","1.8","226","4.3","14.1","1014.5","-","-"
"2023/08/01","07:30","1.5","71","5.2","14.1","1014.5","-","-"
"2023/08/01","07:36","0.5","231","3.3","14.1","1014.5","-","-"
"2023/08/01","07:42","1","221","2.8","14.1","1014.6","-","-"
"2023/08/01","07:48","1","202","3.6","14.1","1014.5","-","-"
"2023/08/01","07:54","1.5","255","2","14.2","1014.6","-","-"
"2023/08/01","08:00","0.9","348","4.5","14.1","1014.5","-","-"
"2023/08/01","08:06","1.9","177","4.6","13.9","1014.5","-","-"
"2023/08/01","08:12","0.2","81","2.9","14.1","1014.6","-","-"
"2023/08/01","08:18","0.5","60","1.5","14.2","1014.6","-","-"
"2023/08/01","08:24","2","280","3.9","14","1014.5","-","-"
"2023/08/01","08:30","0.7","250","4.8","14","1014.5","-","-"
"2023/08/01","08:36","1.4","253","2.9","14","1014.5","-","-"
"2023/08/01","08:42","1.1","90","2.6","14","1014.4","-","-"
"2023/08/01","08:48","1.2","151","2.3","14","1014.5","-","-"
"2023/08/01","08:54","1.4","227","4.4","14","1014.5","-","-"
"2023/08/01","09:00","1.3","260","2.9","13.9","1014.6","-","-"
"2023/08/01","09:06","0.9","214","2.1","13.9","1014.6","-","-"
"2023/08/01","09:12","0.6","39","1.3","13.9","1014.5","-","-"
"2023/08/01","09:18","1.1","126","1.7","13.8","1014.5","-","-"
"2023/08/01","09:24","0.3","331","1.4","13.9","1014.5","-","-"
"2023/08/01","09:30","0.3","189","1.3","13.9","1014.4","-","-"
"2023/08/01","09:36","1","278","2.7","13.9","1014.4","-","-"
"2023/08/01","09:42","0.8","300","3.2","13.9","1014.4","-","-"
"2023/08/01","09:48","1.2","11","2.6","14","1014.5","-","-"
"2023/08/01","09:54","1.1","114","3.4","14","1014.5","-","-"
"2023/08/01","10:00","2","266","4.4","13.8","1014.4","-","-"
"2023/08/01","10:06","0.8","237","4.3","13.8","1014.3","-","-"
"2023/08/01","10:12","1","213","1.8","13.8","1014.3","-","-"
"2023/08/01","10:18","1.2","261","2.4","13.9","1014.3","-","-"
"2023/08/01","10:24","1.3","313","2.6","13.9","1014.2","-","-"
"2023/08/01","10:30","0.3","77","2.4","13.8","1014.2","-","-"
"2023/08/01","10:36","1.6","139","5","13.8","1014.2","-","-"
"2023/08/01","10:42","2.6","153","4","13.8","1014.2","-","-"
"2023/08/01","10:48","0.6","279","2.3","13.9","1014.3","-","-"
"2023/08/01","10:54","1.1","359","2.3","13.8","1014.3","-","-"
"2023/08/01","11:00","1.1","199","2.6","13.8","1014.2","-","-"
"2023/08/01","11:06","1.2","258","2.3","13.8","1014.2","-","-"
"2023/08/01","11:12","0.2","274","2.4","13.9","1014.2","-","-"
"2023/08/01","11:18","2.4","254","4","13.7","1014.2","-","-"
"2023/08/01","11:24","1.1","143","2.9","13.8","1014.2","-","-"
"2023/08/01","11:30","0.8","11","1.7","13.8","1014.3","-","-"
"2023/08/01","11:36","1.9","118","3.6","13.8","1014.3","-","-"
"2023/08/01","11:42","0.1","100","1.8","13.8","1014.4","-","-"
"2023/08/01","11:48","1.3","97","4.8","13.7","1014.5","-","-"
"2023/08/01","11:54","1.9","160","2.7","13.7","1014.5","-","-"
"2023/08/01","12:00","1.8","160","4.3","13.7","1014.4","-","-"
"2023/08/01","12:06","1.3","351","2.3","13.7","1014.5","-","-"
"2023/08/01","12:12","1.7","26","2.8","13.6","1014.5","-","-"
"2023/08/01","12:18","1.4","116","2","13.7","1014.5","-","-"
"2023/08/01","12:24","1.7","109","2.4","13.6","1014.6","-","-"
"2023/08/01","12:30","1.3","128","3.3","13.6","1014.7","-","-"
"2023/08/01","12:36","0.8","289","2.6","13.6","1014.7","-","-"
"2023/08/01","12:42","3.4","138","4.4","13.4","1014.7","-","-"
"2023/08/01","12:48","2.7","143","3.9","13.5","1014.9","-","-"
"2023/08/01","12:54","1.4","188","2.7","13.6","1014.9","-","-"
"2023/08/01","13:00","1.2","250","2.4","13.5","1014.8","-","-"
"2023/08/01","13:06","0.2","162","2.5","13.5","1014.9","-","-"
"2023/08/01","13:12","0.9","40","1.6","13.5","1014.9","-","-"
"2023/08/01","13:18","1.3","50","3.2","13.4","1014.9","-","-"
"2023/08/01","13:24","2.1","112","3.3","13.4","1015","-","-"
"2023/08/01","13:30","0.5","230","2.3","13.5","1015","-","-"
"2023/08/01","13:36","2.2","136","3.6","13.5","1015","-","-"
"2023/08/01","13:42","1.9","102","2.9","13.3","1014.9","-","-"
"2023/08/01","13:48","0.3","119","4.2","13.4","1015.1","-","-"
"2023/08/01","13:54","2","118","2.6","13.4","1015","-","-"
"2023/08/01","14:00","2.4","106","3.3","13.4","1015","-","-"
"2023/08/01","14:06","1","158","3.6","13.4","1015.1","-","-"
"2023/08/01","14:12","1.4","220","2.3","13.4","1015.1","-","-"
"2023/08/01","14:18","2.3","123","3.6","13.3","1015.1","-","-"
"2023/08/01","14:24","1.4","229","2.3","13.4","1015.1","-","-"
"2023/08/01","14:30","2.5","142","4.3","13.4","1015.2","-","-"
"2023/08/01","14:36","1.4","133","6","13.4","1015.3","-","-"
"2023/08/01","14:42","2","158","4.2","13.4","1015.4","-","-"
"2023/08/01","14:48","1.7","171","2.8","13.5","1015.4","-","-"
"2023/08/01","14:54","0.9","132","2.7","13.5","1015.4","-","-"
"2023/08/01","15:00","1.4","70","3.1","13.4","1015.4","-","-"
"2023/08/01","15:06","1.9","118","4.2","13.5","1015.5","-","-"
"2023/08/01","15:12","0.8","332","2.8","13.6","1015.5","-","-"
"2023/08/01","15:18","1.5","18","2.8","13.6","1015.6","-","-"
"2023/08/01","15:24","1.7","279","3.6","13.6","1015.6","-","-"
"2023/08/01","15:30","1.3","98","2.7","13.8","1015.6","-","-"
"2023/08/01","15:36","2.3","116","3.1","13.7","1015.7","-","-"
"2023/08/01","15:42","0.7","209","2.6","13.9","1015.8","-","-"
"2023/08/01","15:48","1.9","134","3.1","14","1015.8","-","-"
"2023/08/01","15:54","1.3","199","2.8","14","1015.9","-","-"
"2023/08/01","16:00","3.1","168","5","13.8","1015.8","-","-"
"2023/08/01","16:06","1.4","109","4.9","13.9","1015.9","-","-"
"2023/08/01","16:12","1.3","246","2.6","13.9","1015.9","-","-"
"2023/08/01","16:18","2.6","124","4.1","14","1016","-","-"
"2023/08/01","16:24","2.3","262","3.9","13.8","1016.1","-","-"
"2023/08/01","16:30","1.9","235","4.7","13.9","1016.1","-","-"
"2023/08/01","16:36","1","107","3.2","14.1","1016.1","-","-"
"2023/08/01","16:42","1.2","21","2.1","14","1016.1","-","-"
"2023/08/01","16:48","1.5","70","2.2","14.1","1016.1","-","-"
"2023/08/01","16:54","1","169","3.8","14.4","1016.1","-","-"
"2023/08/01","17:00","1.5","261","6","14.5","1016.1","-","-"
"2023/08/01","17:06","1.8","118","3.6","14.4","1016.1","-","-"
"2023/08/01","17:12","1.1","333","3.1","14.6","1016.1","-","-"
"2023/08/01","17:18","1.1","190","5.1","14.5","1016.1","-","-"
"2023/08/01","17:24","1.1","297","4.6","14.6","1016.2","-","-"
"2023/08/01","17:30","3.1","164","6.9","14.6","1016.1","-","-"
"2023/08/01","17:36","3.4","226","5.3","14.6","1016.1","-","-"
"2023/08/01","17:42","1.1","141","4","14.8","1016.1","-","-"
"2023/08/01","17:48","2.1","252","5.4","14.5","1016.2","-","-"
"2023/08/01","17:54","3.5","195","6.3","14.1","1016.3","-","-"
"2023/08/01","18:00","1.3","235","4.4","14.4","1016.3","-","-"
"2023/08/01","18:06","1.3","232","5.2","14.7","1016.3","-","-"
"2023/08/01","18:12","1.1","14","3.9","14.8","1016.3","-","-"
"2023/08/01","18:18","5.4","252","7.6","14.2","1016.4","-","-"
"2023/08/01","18:24","2.6","255","7.9","14.4","1016.4","-","-"
"2023/08/01","18:30","2.5","248","7.1","14.4","1016.4","-","-"
"2023/08/01","18:36","4.4","253","5.9","14","1016.5","-","-"
"2023/08/01","18:42","3.1","258","8.2","14.1","1016.5","-","-"
"2023/08/01","18:48","2.4","259","5.7","14.5","1016.4","-","-"
"2023/08/01","18:54","2.1","262","3.9","14.8","1016.4","-","-"
"2023/08/01","19:00","1.9","286","4.1","15.5","1016.4","-","-"
"2023/08/01","19:06","1.6","271","3.8","15.7","1016.3","-","-"
"2023/08/01","19:12","1","321","2.6","15.9","1016.2","-","-"
"2023/08/01","19:18","0.9","215","3.2","15.6","1016.2","-","-"
"2023/08/01","19:24","1.4","119","4.4","15.8","1016.1","-","-"
"2023/08/01","19:30","1.6","244","4.6","16.1","1016.1","-","-"
"2023/08/01","19:36","1.1","2","2.1","15.7","1016","-","-"
"2023/08/01","19:42","2.9","269","4.3","16.7","1016","-","-"
"2023/08/01","19:48","2.2","271","4.2","17.2","1016","-","-"
"2023/08/01","19:54","1.7","148","3.9","16.7","1016","-","-"
"2023/08/01","20:00","1","344","4.3","16.9","1016.1","-","-"
"2023/08/01","20:06","0.9","172","2.4","16.9","1016.1","-","-"
"2023/08/01","20:12","2.7","273","4.7","16.3","1016.1","-","-"
"2023/08/01","20:18","1.9","267","5.7","16.2","1016.1","-","-"
"2023/08/01","20:24","2.5","293","7","15.9","1016.1","-","-"
"2023/08/01","20:30","2.4","143","4.6","15.9","1016.1","-","-"
"2023/08/01","20:36","1.9","300","6.1","15.7","1016.1","-","-"
"2023/08/01","20:42","2.4","259","8.3","15.1","1016.2","-","-"
"2023/08/01","20:48","3.2","271","6.1","15.2","1016.2","-","-"
"2023/08/01","20:54","3.6","232","9.2","14.1","1016.3","-","-"
"2023/08/01","21:00","3.9","275","6.1","14.6","1016.2","-","-"
"2023/08/01","21:06","3.6","248","6.5","14.7","1016.1","-","-"
"2023/08/01","21:12","5.4","253","8.7","14.4","1016.2","-","-"
"2023/08/01","21:18","5.5","268","8.5","14.6","1016.1","-","-"
"2023/08/01","21:24","3.7","243","8","14.5","1016.1","-","-"
"2023/08/01","21:30","2.7","253","7.4","14.6","1016","-","-"
"2023/08/01","21:36","1.6","243","8.8","15.1","1015.9","-","-"
"2023/08/01","21:42","3.3","254","9.1","15.4","1016","-","-"
"2023/08/01","21:48","4.9","254","8.4","15.1","1016","-","-"
"2023/08/01","21:54","2.3","220","7.2","15.7","1016","-","-"
"2023/08/01","22:00","5.1","251","8.1","15.1","1016","-","-"
"2023/08/01","22:06","4","255","8.3","15.3","1016","-","-"
"2023/08/01","22:12","3.5","251","8.1","15.2","1015.9","-","-"
"2023/08/01","22:18","4","252","7.5","15.5","1015.8","-","-"
"2023/08/01","22:24","3.7","260","6.9","15.5","1015.7","-","-"
"2023/08/01","22:30","3.9","239","8.1","15.1","1015.6","-","-"
"2023/08/01","22:36","5.4","253","7.5","15","1015.6","-","-"
"2023/08/01","22:42","3.8","255","9.4","15.1","1015.5","-","-"
"2023/08/01","22:48","4.7","244","8.8","15.2","1015.5","-","-"
"2023/08/01","22:54","5.4","256","8.6","15.1","1015.4","-","-"
"2023/08/01","23:00","4.4","257","9.7","15.4","1015.4","-","-"
"2023/08/01","23:06","5.2","227","8.6","15.1","1015.4","-","-"
"2023/08/01","23:12","3.9","258","9","15.3","1015.3","-","-"
"2023/08/01","23:18","5","251","7.9","15","1015.3","-","-"
"2023/08/01","23:24","5.1","260","9.7","15","1015.4","-","-"
"2023/08/01","23:30","3.7","262","8.2","15.2","1015.3","-","-"
"2023/08/01","23:36","5.2","249","10","15","1015.3","-","-"
"2023/08/01","23:42","5.7","257","8.8","15","1015.3","-","-"
"2023/08/01","23:48","4","237","8.5","14.9","1015.3","-","-"
"2023/08/01","23:54","4.1","261","7.7","14.9","1015.2","-","-"
"2023/08/02","00:00","4.1","251","8.8","14.7","1015.3","-","-"
"2023/08/02","00:06","4.8","243","8.6","14.5","1015.3","-","-"
"2023/08/02","00:12","6.2","258","8.2","14.5","1015.3","-","-"
"2023/08/02","00:18","3.6","243","7.4","14.7","1015.3","-","-"
"2023/08/02","00:24","4","261","7.5","14.7","1015.2","-","-"
"2023/08/02","00:30","3.4","260","9.1","14.6","1015.3","-","-"
"2023/08/02","00:36","4.7","257","9.4","14.4","1015.2","-","-"
"2023/08/02","00:42","6.5","237","9.6","14.2","1015.3","-","-"
"2023/08/02","00:48","6","256","9","14.2","1015.3","-","-"
"2023/08/02","00:54","3","238","7.5","14.3","1015.3","-","-"
"2023/08/02","01:00","4.1","245","9.8","14.2","1015.3","-","-"
"2023/08/02","01:06","5.4","233","9.6","14","1015.4","-","-"
"2023/08/02","01:12","3.5","238","6.9","14.1","1015.4","-","-"
"2023/08/02","01:18","4.6","261","8.4","14","1015.4","-","-"
"2023/08/02","01:24","4.8","241","8.3","13.8","1015.5","-","-"
"2023/08/02","01:30","2","245","9.5","14.1","1015.5","-","-"
"2023/08/02","01:36","3.7","245","7.5","13.9","1015.6","-","-"
"2023/08/02","01:42","3.9","273","6.8","13.9","1015.6","-","-"
"2023/08/02","01:48","3.4","243","8","13.8","1015.6","-","-"
"2023/08/02","01:54","1.8","264","6.1","13.8","1015.6","-","-"
"2023/08/02","02:00","3","251","8","13.6","1015.5","-","-"
"2023/08/02","02:06","5.9","236","8","13.4","1015.6","-","-"
"2023/08/02","02:12","2","253","8.7","13.5","1015.5","-","-"
"2023/08/02","02:18","3.3","241","6.7","13.3","1015.6","-","-"
"2023/08/02","02:24","3.6","231","7.3","13.2","1015.7","-","-"
"2023/08/02","02:30","2.1","257","6.9","13.3","1015.8","-","-"
"2023/08/02","02:36","2.6","246","4.1","13.3","1015.8","-","-"
"2023/08/02","02:42","1.9","231","5.1","13.4","1015.8","-","-"
"2023/08/02","02:48","4","245","7.2","13.4","1015.7","-","-"
"2023/08/02","02:54","2.3","244","5.4","13.4","1015.7","-","-"
"2023/08/02","03:00","3.9","249","7.9","13.4","1015.7","-","-"
"2023/08/02","03:06","4.2","256","7.4","13.5","1015.7","-","-"
"2023/08/02","03:12","4.5","245","7.4","13.5","1015.8","-","-"
"2023/08/02","03:18","3.7","255","8.2","13.6","1015.9","-","-"
"2023/08/02","03:24","3.4","246","8","13.6","1015.9","-","-"
"2023/08/02","03:30","2.8","250","9.4","13.7","1016","-","-"
"2023/08/02","03:36","2.8","255","7","13.7","1016.1","-","-"
"2023/08/02","03:42","5.2","255","8.9","13.6","1016.2","-","-"
"2023/08/02","03:48","3.5","265","6.9","13.7","1016.2","-","-"
"2023/08/02","03:54","3.4","262","5.9","13.7","1016.3","-","-"
"2023/08/02","04:00","1.1","242","4.8","13.8","1016.4","-","-"
"2023/08/02","04:06","1.3","258","4.9","13.9","1016.5","-","-"
"2023/08/02","04:12","0.9","266","3.5","13.9","1016.7","-","-"
"2023/08/02","04:18","4","211","6.6","13.8","1016.8","-","-"
"2023/08/02","04:24","2.7","263","5.4","13.8","1016.8","-","-"
"2023/08/02","04:30","4.7","252","8.3","13.7","1016.9","-","-"
"2023/08/02","04:36","2.5","238","5.8","13.8","1016.9","-","-"
"2023/08/02","04:42","2.8","250","5.6","13.9","1016.9","-","-"
"2023/08/02","04:48","3.5","241","6.4","13.8","1016.9","-","-"
"2023/08/02","04:54","2","242","5.3","13.9","1016.9","-","-"
"2023/08/02","05:00","3.3","214","6.2","13.8","1016.9","-","-"
"2023/08/02","05:06","4.4","264","6.8","13.9","1016.8","-","-"
"2023/08/02","05:12","3.8","247","6.9","13.9","1016.9","-","-"
"2023/08/02","05:18","1.9","239","4.1","14","1016.9","-","-"
"2023/08/02","05:24","1.2","169","2.5","14","1016.8","-","-"
"2023/08/02","05:30","2.8","239","4.9","13.9","1016.9","-","-"
"2023/08/02","05:36","2.5","248","5","14","1016.9","-","-"
"2023/08/02","05:42","1.5","242","3.9","14","1016.9","-","-"
"2023/08/02","05:48","2.1","211","4.2","13.9","1016.9","-","-"
"2023/08/02","05:54","1.8","221","4.8","13.9","1016.9","-","-"
"2023/08/02","06:00","2.9","249","5.7","13.9","1016.9","-","-"
"2023/08/02","06:06","1.9","261","3.4","14","1016.8","-","-"
"2023/08/02","06:12","1.7","226","4.6","14","1016.8","-","-"
"2023/08/02","06:18","0.6","283","2.1","13.9","1016.8","-","-"
"2023/08/02","06:24","2.2","186","4","13.9","1016.8","-","-"
"2023/08/02","06:30","1.8","218","4.1","14","1016.8","-","-"
"2023/08/02","06:36","1.6","282","3.2","14","1016.8","-","-"
"2023/08/02","06:42","2.2","257","4.3","13.9","1016.8","-","-"
"2023/08/02","06:48","0.8","140","2.1","14","1016.8","-","-"
"2023/08/02","06:54","1.1","42","1.7","14","1016.8","-","-"
"2023/08/02","07:00","1.3","141","3.5","14.1","1016.9","-","-"
"2023/08/02","07:06","1.3","95","2.7","14.1","1016.8","-","-"
"2023/08/02","07:12","0.5","164","2.6","14.1","1016.9","-","-"
"2023/08/02","07:18","0.4","42","1.3","14","1016.9","-","-"
"2023/08/02","07:24","0.8","150","2.1","14.1","1016.9","-","-"
"2023/08/02","07:30","0.8","176","2.2","14","1016.8","-","-"
"2023/08/02","07:36","0.5","242","3.3","14","1016.8","-","-"
"2023/08/02","07:42","0.9","183","2.3","14","1016.8","-","-"
"2023/08/02","07:48","0.7","132","1.9","14","1016.7","-","-"
"2023/08/02","07:54","0.8","119","1.9","14","1016.7","-","-"
"2023/08/02","08:00","0.7","113","3","14","1016.7","-","-"
"2023/08/02","08:06","1.2","235","3.3","14","1016.7","-","-"
"2023/08/02","08:12","0.6","221","2.8","14","1016.6","-","-"
"2023/08/02","08:18","0.3","144","2.4","13.9","1016.6","-","-"
"2023/08/02","08:24","0.8","257","1.6","14","1016.6","-","-"
"2023/08/02","08:30","1.1","115","3.5","13.9","1016.5","-","-"
"2023/08/02","08:36","0.8","148","2.2","13.9","1016.6","-","-"
"2023/08/02","08:42","1","203","1.6","13.9","1016.6","-","-"
"2023/08/02","08:48","1.8","143","3.3","13.9","1016.5","-","-"
"2023/08/02","08:54","2.3","265","3.9","14","1016.4","-","-"
"2023/08/02","09:00","0.6","252","2.3","13.9","1016.4","-","-"
"2023/08/02","09:06","1.4","263","4.2","14","1016.4","-","-"
"2023/08/02","09:12","1.4","215","3.3","14","1016.3","-","-"
"2023/08/02","09:18","1.9","284","4.2","14","1016.2","-","-"
"2023/08/02","09:24","2.1","272","4.8","13.9","1016.2","-","-"
"2023/08/02","09:30","3","242","4.8","13.8","1016.2","-","-"
"2023/08/02","09:36","2","273","3.7","13.8","1016.1","-","-"
"2023/08/02","09:42","0.6","334","2.1","13.9","1016","-","-"
"2023/08/02","09:48","2.3","259","3.9","13.8","1016","-","-"
"2023/08/02","09:54","1.8","234","5.3","13.8","1015.9","-","-"
"2023/08/02","10:00","0.5","13","1.8","13.9","1015.9","-","-"
"2023/08/02","10:06","0.2","222","1.5","13.8","1015.9","-","-"
"2023/08/02","10:12","1.9","248","3.1","13.8","1015.8","-","-"
"2023/08/02","10:18","0.2","162","3","13.9","1015.8","-","-"
"2023/08/02","10:24","1.3","138","3.2","13.9","1015.7","-","-"
"2023/08/02","10:30","2","120","3.4","13.9","1015.7","-","-"
"2023/08/02","10:36","1.4","205","3.3","13.9","1015.7","-","-"
"2023/08/02","10:42","1.7","185","4","13.9","1015.7","-","-"
"2023/08/02","10:48","1.6","102","3.6","14","1015.6","-","-"
"2023/08/02","10:54","1.6","128","2.4","14","1015.6","-","-"
"2023/08/02","11:00","2.1","142","3.4","14","1015.6","-","-"
"2023/08/02","11:06","2.5","134","3.7","14.1","1015.5","-","-"
"2023/08/02","11:12","0.8","160","4.7","14.1","1015.6","-","-"
"2023/08/02","11:18","1","88","1.6","14","1015.6","-","-"
"2023/08/02","11:24","1.2","159","3.3","14","1015.7","-","-"
"2023/08/02","11:30","1.5","118","2.4","14.1","1015.6","-","-"
"2023/08/02","11:36","0.8","320","1.4","14","1015.6","-","-"
"2023/08/02","11:42","1.2","63","2","14.1","1015.6","-","-"
"2023/08/02","11:48","2.2","135","3.1","14","1015.6","-","-"
"2023/08/02","11:54","0.7","175","2.6","14","1015.6","-","-"
"2023/08/02","12:00","1.3","85","1.8","14","1015.5","-","-"
"2023/08/02","12:06","2.3","141","3.2","14","1015.5","-","-"
"2023/08/02","12:12","2.2","129","3.6","14","1015.5","-","-"
"2023/08/02","12:18","2.6","125","3.6","14","1015.6","-","-"
"2023/08/02","12:24","2.5","104","4.2","14","1015.5","-","-"
"2023/08/02","12:30","3.4","125","5","14","1015.5","-","-"
"2023/08/02","12:36","2.5","121","3.6","14","1015.6","-","-"
"2023/08/02","12:42","2.3","135","3.7","14.1","1015.7","-","-"
"2023/08/02","12:48","2.5","127","3.3","14.1","1015.8","-","-"
"2023/08/02","12:54","3.2","128","4.6","14.1","1015.8","-","-"
"2023/08/02","13:00","2.3","133","3.6","14.1","1015.9","-","-"
"2023/08/02","13:06","1.7","113","4.1","14","1015.8","-","-"
"2023/08/02","13:12","2.5","125","5.9","14","1015.8","-","-"
"2023/08/02","13:18","3","121","4.6","14","1015.8","-","-"
"2023/08/02","13:24","3.7","131","4.9","14","1015.8","-","-"
"2023/08/02","13:30","2.5","111","4.2","14","1015.8","-","-"
"2023/08/02","13:36","3.5","126","5.3","14","1015.8","-","-"
"2023/08/02","13:42","3.1","139","5","14","1015.9","-","-"
"2023/08/02","13:48","3.1","131","5.4","13.9","1016","-","-"
"2023/08/02","13:54","2.7","122","5","14","1015.9","-","-"
"2023/08/02","14:00","3.5","141","4.3","14.1","1016","-","-"
"2023/08/02","14:06","3","138","5.7","14","1016.1","-","-"
"2023/08/02","14:12","2.9","126","4.4","14","1016.1","-","-"
"2023/08/02","14:18","0.8","172","3.8","13.9","1016.2","-","-"
"2023/08/02","14:24","3","131","4.6","13.7","1016.1","-","-"
"2023/08/02","14:30","3.3","138","5.6","13.8","1016.1","-","-"
"2023/08/02","14:36","2.9","125","5.2","13.9","1016.2","-","-"
"2023/08/02","14:42","3.1","129","4.3","13.7","1016.2","-","-"
"2023/08/02","14:48","2.5","129","3.8","13.7","1016.3","-","-"
"2023/08/02","14:54","1.8","103","4.2","13.7","1016.2","-","-"
"2023/08/02","15:00","1.4","164","4.4","13.7","1016.3","-","-"
"2023/08/02","15:06","0.9","236","3.2","13.8","1016.4","-","-"
"2023/08/02","15:12","0.9","215","4.2","13.7","1016.4","-","-"
"2023/08/02","15:18","0.7","181","3.4","13.8","1016.5","-","-"
"2023/08/02","15:24","1.9","227","4","13.6","1016.6","-","-"
"2023/08/02","15:30","0.9","216","4.1","13.8","1016.6","-","-"
