"Date","Time (GMT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2023/08/04","06:36","0.1","29","2.7","14.2","1017.3","-","-"
"2023/08/04","06:42","2.2","129","3.1","14.2","1017.2","-","-"
"2023/08/04","06:48","2.7","135","4","14.1","1017.2","-","-"
"2023/08/04","06:54","1.3","157","3.9","14.1","1017.2","-","-"
"2023/08/04","07:00","2.6","130","3.5","14.1","1017.1","-","-"
"2023/08/04","07:06","1.6","117","3.1","14.1","1017.1","-","-"
"2023/08/04","07:12","0.6","248","2.2","14.1","1017.1","-","-"
"2023/08/04","07:18","1.7","123","2.5","14","1017","-","-"
"2023/08/04","07:24","0.7","219","2.3","13.9","1017.1","-","-"
"2023/08/04","07:30","0.8","144","2.3","13.9","1017.1","-","-"
"2023/08/04","07:36","1.1","126","2.7","13.8","1017","-","-"
"2023/08/04","07:42","0.8","131","3","13.8","1017","-","-"
"2023/08/04","07:48","0.9","114","2.9","13.7","1017.1","-","-"
"2023/08/04","07:54","0.9","79","1.6","13.8","1017.1","-","-"
"2023/08/04","08:00","0.8","289","2.1","13.7","1017","-","-"
"2023/08/04","08:06","1.2","225","3.6","13.8","1017","-","-"
"2023/08/04","08:12","0.5","5","1.6","13.8","1017","-","-"
"2023/08/04","08:18","2.2","80","2.9","13.7","1016.9","-","-"
"2023/08/04","08:24","2.3","134","4.4","13.7","1017","-","-"
"2023/08/04","08:30","2.8","137","4","13.7","1016.9","-","-"
"2023/08/04","08:36","2.7","141","5","13.6","1016.9","-","-"
"2023/08/04","08:42","1.1","126","2.2","13.7","1016.8","-","-"
"2023/08/04","08:48","2.3","140","3.8","13.7","1016.8","-","-"
"2023/08/04","08:54","0.5","187","2","13.8","1016.8","-","-"
"2023/08/04","09:00","1.8","145","2.6","13.9","1016.7","-","-"
"2023/08/04","09:06","2.3","141","3","13.8","1016.7","-","-"
"2023/08/04","09:12","1.4","274","2.6","13.7","1016.7","-","-"
"2023/08/04","09:18","0.9","253","2.1","13.6","1016.7","-","-"
"2023/08/04","09:24","1.2","88","2.4","13.6","1016.7","-","-"
"2023/08/04","09:30","4.3","145","5.5","13.5","1016.7","-","-"
"2023/08/04","09:36","3.2","134","4.3","13.5","1016.6","-","-"
"2023/08/04","09:42","3.3","129","4.1","13.4","1016.7","-","-"
"2023/08/04","09:48","2.9","135","4.3","13.4","1016.6","-","-"
"2023/08/04","09:54","3.8","137","4.9","13.3","1016.6","-","-"
"2023/08/04","10:00","3.6","141","5.2","13.2","1016.7","-","-"
"2023/08/04","10:06","3.8","129","4.9","13.1","1016.6","-","-"
"2023/08/04","10:12","3.5","133","5.4","13.1","1016.6","-","-"
"2023/08/04","10:18","3.8","133","5.2","13","1016.5","-","-"
"2023/08/04","10:24","3.3","128","4.1","13.1","1016.5","-","-"
"2023/08/04","10:30","3.4","141","4.5","13","1016.4","-","-"
"2023/08/04","10:36","3.4","131","4.5","12.9","1016.4","-","-"
"2023/08/04","10:42","2.5","143","4","12.9","1016.3","-","-"
"2023/08/04","10:48","3.5","131","3.8","12.9","1016.3","-","-"
"2023/08/04","10:54","3.3","139","3.8","12.9","1016.2","-","-"
"2023/08/04","11:00","2.4","140","3.3","12.9","1016.2","-","-"
"2023/08/04","11:06","2.4","125","2.7","12.9","1016.1","-","-"
"2023/08/04","11:12","1.6","138","2.8","13","1016.2","-","-"
"2023/08/04","11:18","1.9","157","2.3","13","1016.1","-","-"
"2023/08/04","11:24","2.5","134","3.1","13","1016.1","-","-"
"2023/08/04","11:30","2.2","143","2.7","13.1","1016.1","-","-"
"2023/08/04","11:36","1","173","2.3","13","1016.2","-","-"
"2023/08/04","11:42","0.5","15","1.6","12.9","1016.1","-","-"
"2023/08/04","11:48","1","316","1.5","12.9","1016.1","-","-"
"2023/08/04","11:54","1.4","254","2.1","12.8","1016","-","-"
"2023/08/04","12:00","0.5","233","1.8","12.8","1016","-","-"
"2023/08/04","12:06","1.2","125","2.6","13","1015.9","-","-"
"2023/08/04","12:12","3.5","136","4.4","12.9","1015.9","-","-"
"2023/08/04","12:18","3.3","134","4.8","12.8","1015.9","-","-"
"2023/08/04","12:24","2.8","131","3.9","12.8","1016","-","-"
"2023/08/04","12:30","1.9","138","3.9","12.8","1016","-","-"
"2023/08/04","12:36","1","148","2.5","12.8","1016.1","-","-"
"2023/08/04","12:42","1.5","266","3.7","12.6","1016.1","-","-"
"2023/08/04","12:48","1.4","266","2.5","12.5","1016.1","-","-"
"2023/08/04","12:54","2.1","290","4.3","12.5","1016.1","-","-"
"2023/08/04","13:00","0.7","278","4.7","12.5","1016.1","-","-"
"2023/08/04","13:06","0.5","42","1.3","12.6","1016.1","-","-"
"2023/08/04","13:12","1.2","92","1.7","12.5","1016.2","-","-"
"2023/08/04","13:18","1.7","105","2.3","12.6","1016.2","-","-"
"2023/08/04","13:24","2","136","2.6","12.6","1016.2","-","-"
"2023/08/04","13:30","1.9","114","2.4","12.6","1016.2","-","-"
"2023/08/04","13:36","1.1","103","2.3","12.7","1016.2","-","-"
"2023/08/04","13:42","1.2","28","1.5","12.7","1016.2","-","-"
"2023/08/04","13:48","0.8","65","1.8","12.7","1016.3","-","-"
"2023/08/04","13:54","0.9","93","1.9","12.7","1016.3","-","-"
"2023/08/04","14:00","1.3","42","1.8","12.7","1016.2","-","-"
"2023/08/04","14:06","0.9","33","1.9","12.9","1016.3","-","-"
"2023/08/04","14:12","1.3","60","2","12.8","1016.3","-","-"
"2023/08/04","14:18","2.4","120","3.3","13","1016.3","-","-"
"2023/08/04","14:24","2.1","152","3.5","13.1","1016.2","-","-"
"2023/08/04","14:30","2.4","141","2.8","13.2","1016.3","-","-"
"2023/08/04","14:36","2.4","117","3.1","13.1","1016.2","-","-"
"2023/08/04","14:42","0.9","86","3","13.2","1016.4","-","-"
"2023/08/04","14:48","0.9","124","1.5","13.2","1016.4","-","-"
"2023/08/04","14:54","1.9","140","3.2","13.4","1016.4","-","-"
"2023/08/04","15:00","2.1","160","3.3","13.3","1016.5","-","-"
"2023/08/04","15:06","3.6","146","4.5","13","1016.5","-","-"
"2023/08/04","15:12","3.1","138","4.6","13","1016.5","-","-"
"2023/08/04","15:18","3","128","4.5","13.1","1016.5","-","-"
"2023/08/04","15:24","3","144","4.3","13.2","1016.6","-","-"
"2023/08/04","15:30","3.1","145","3.9","13.2","1016.6","-","-"
"2023/08/04","15:36","3.4","149","4.5","13.1","1016.7","-","-"
"2023/08/04","15:42","3.7","149","4.5","13.1","1016.7","-","-"
"2023/08/04","15:48","1.7","155","4.4","13.2","1016.8","-","-"
"2023/08/04","15:54","2.1","112","4.3","13.3","1016.7","-","-"
"2023/08/04","16:00","4.5","130","5.2","13.3","1016.8","-","-"
"2023/08/04","16:06","2","135","4.7","13.5","1016.9","-","-"
"2023/08/04","16:12","2.4","169","4.7","13.7","1016.9","-","-"
"2023/08/04","16:18","2.8","157","5.2","13.7","1016.8","-","-"
"2023/08/04","16:24","1.7","129","3.6","13.9","1016.7","-","-"
"2023/08/04","16:30","2.6","132","4.5","13.9","1016.8","-","-"
"2023/08/04","16:36","0.9","164","3.7","14.1","1016.9","-","-"
"2023/08/04","16:42","2.1","152","3.9","14.2","1016.9","-","-"
"2023/08/04","16:48","1.4","131","3.8","14.1","1016.8","-","-"
"2023/08/04","16:54","1.6","81","3.8","14.3","1016.8","-","-"
"2023/08/04","17:00","0.5","222","4","14.8","1016.8","-","-"
"2023/08/04","17:06","1","237","3.2","15.2","1016.8","-","-"
"2023/08/04","17:12","0.5","183","2.8","15.6","1016.9","-","-"
"2023/08/04","17:18","0.7","91","2.3","15.6","1016.9","-","-"
"2023/08/04","17:24","0.8","12","1.8","15.4","1016.9","-","-"
"2023/08/04","17:30","0.8","335","2.3","15.7","1016.8","-","-"
"2023/08/04","17:36","1","29","3","15.8","1016.8","-","-"
"2023/08/04","17:42","1.4","59","1.9","15.4","1016.8","-","-"
"2023/08/04","17:48","1.6","63","2.1","15.4","1016.8","-","-"
"2023/08/04","17:54","2.1","22","2.4","15.3","1016.7","-","-"
"2023/08/04","18:00","2.6","3","2.9","15.1","1016.6","-","-"
"2023/08/04","18:06","2.9","2","3.3","15.1","1016.5","-","-"
"2023/08/04","18:12","2.5","3","3.2","15","1016.5","-","-"
"2023/08/04","18:18","2","2","3.1","15.1","1016.4","-","-"
"2023/08/04","18:24","2.3","22","2.7","15.2","1016.4","-","-"
"2023/08/04","18:30","2.1","6","2.6","15.4","1016.4","-","-"
"2023/08/04","18:36","2.1","3","2.7","15.4","1016.4","-","-"
"2023/08/04","18:42","1.6","11","2.4","15.5","1016.4","-","-"
"2023/08/04","18:48","2","12","2.3","15.6","1016.4","-","-"
"2023/08/04","18:54","1.9","22","2.4","15.7","1016.3","-","-"
"2023/08/04","19:00","2","12","2.5","15.7","1016.4","-","-"
"2023/08/04","19:06","1.8","6","2.3","15.9","1016.3","-","-"
"2023/08/04","19:12","0.9","9","2","16","1016.3","-","-"
"2023/08/04","19:18","1.8","29","2.5","16.1","1016.2","-","-"
"2023/08/04","19:24","2","27","2.4","16.1","1016.2","-","-"
"2023/08/04","19:30","1.6","26","2.1","16.1","1016","-","-"
"2023/08/04","19:36","2.5","60","2.6","16.2","1016","-","-"
"2023/08/04","19:42","2.1","49","2.7","16.3","1015.9","-","-"
"2023/08/04","19:48","1.9","26","2.3","16.3","1015.9","-","-"
"2023/08/04","19:54","1.9","36","2.6","16.5","1016","-","-"
"2023/08/04","20:00","2.3","45","2.7","16.4","1015.9","-","-"
"2023/08/04","20:06","0.8","87","2.6","16.9","1015.9","-","-"
"2023/08/04","20:12","4.9","256","6.4","18.2","1015.9","-","-"
"2023/08/04","20:18","4.1","250","6","18.4","1015.9","-","-"
"2023/08/04","20:24","3.6","263","5.5","18.1","1015.9","-","-"
"2023/08/04","20:30","2.6","277","4.2","18.3","1015.8","-","-"
"2023/08/04","20:36","4.1","260","6.2","17.8","1015.9","-","-"
"2023/08/04","20:42","4.1","247","6.4","17.3","1015.9","-","-"
"2023/08/04","20:48","3.4","270","7.9","17.1","1015.7","-","-"
"2023/08/04","20:54","4.7","239","6.8","17.2","1015.6","-","-"
"2023/08/04","21:00","3.4","256","6.9","17.3","1015.6","-","-"
"2023/08/04","21:06","3.9","257","6.6","17.5","1015.5","-","-"
"2023/08/04","21:12","4.1","249","7.9","17.5","1015.5","-","-"
"2023/08/04","21:18","3.7","228","7.6","17.4","1015.6","-","-"
"2023/08/04","21:24","3.7","254","4.7","17.9","1015.5","-","-"
"2023/08/04","21:30","3.6","254","5.5","18","1015.5","-","-"
"2023/08/04","21:36","4.1","246","7","17.3","1015.5","-","-"
"2023/08/04","21:42","4.2","245","7.4","17.1","1015.4","-","-"
"2023/08/04","21:48","5.3","247","7.9","16.7","1015.4","-","-"
"2023/08/04","21:54","4.2","240","7.2","17.1","1015.3","-","-"
"2023/08/04","22:00","4.1","249","8","16.9","1015.2","-","-"
"2023/08/04","22:06","4.9","251","7.1","17","1015.2","-","-"
"2023/08/04","22:12","3.4","249","8.6","17.3","1015.1","-","-"
"2023/08/04","22:18","2.5","263","6.2","17.7","1015.1","-","-"
"2023/08/04","22:24","5.7","249","9.9","16.6","1015.1","-","-"
"2023/08/04","22:30","5.3","246","7.6","16.4","1015.1","-","-"
"2023/08/04","22:36","4.5","239","9.5","16.4","1014.9","-","-"
"2023/08/04","22:42","4","250","7.3","16.4","1015","-","-"
"2023/08/04","22:48","4.3","239","7.5","16.3","1015","-","-"
"2023/08/04","22:54","4.3","245","8.8","16.3","1015","-","-"
"2023/08/04","23:00","3.6","254","6.5","16.6","1014.9","-","-"
"2023/08/04","23:06","4","254","7","16.6","1015","-","-"
"2023/08/04","23:12","4.3","253","7.8","16.2","1014.9","-","-"
"2023/08/04","23:18","4.2","238","9.1","15.7","1015","-","-"
"2023/08/04","23:24","3.8","264","7.2","16","1015","-","-"
"2023/08/04","23:30","5.7","233","9.7","15.9","1015","-","-"
"2023/08/04","23:36","4.6","256","11.6","15.7","1014.9","-","-"
"2023/08/04","23:42","5.9","231","9.6","15.6","1014.9","-","-"
"2023/08/04","23:48","3.5","233","8.3","15.7","1014.8","-","-"
"2023/08/04","23:54","2.3","272","7","16.1","1014.7","-","-"
"2023/08/05","00:00","4.9","251","7.7","15.9","1014.6","-","-"
"2023/08/05","00:06","2.9","214","6.7","16.4","1014.6","-","-"
"2023/08/05","00:12","4","243","7.7","16.1","1014.7","-","-"
"2023/08/05","00:18","1.9","212","6.9","16.2","1014.6","-","-"
"2023/08/05","00:24","3.1","227","5.3","16.4","1014.6","-","-"
"2023/08/05","00:30","6.1","232","9.4","16.1","1014.7","-","-"
"2023/08/05","00:36","5.1","223","9.2","15.8","1014.7","-","-"
"2023/08/05","00:42","3.7","221","6.6","16.1","1014.6","-","-"
"2023/08/05","00:48","2.8","248","6.3","16.4","1014.5","-","-"
"2023/08/05","00:54","4.1","214","5.7","16.4","1014.4","-","-"
"2023/08/05","01:00","3.5","229","7.1","16.5","1014.4","-","-"
"2023/08/05","01:06","2","235","5.9","16.8","1014.3","-","-"
"2023/08/05","01:12","3.2","243","5.2","16.8","1014.3","-","-"
"2023/08/05","01:18","4.5","235","7.9","16.3","1014.2","-","-"
"2023/08/05","01:24","3.9","234","8.4","16.4","1014.1","-","-"
"2023/08/05","01:30","1.8","231","4.9","16.7","1014.1","-","-"
"2023/08/05","01:36","3.6","232","6.1","16.6","1014.1","-","-"
"2023/08/05","01:42","4.5","244","8.1","16.3","1014.1","-","-"
"2023/08/05","01:48","4.1","250","9.5","16.1","1014.1","-","-"
"2023/08/05","01:54","4.6","239","7","16.1","1014.1","-","-"
"2023/08/05","02:00","3.8","234","7.7","15.9","1014.1","-","-"
"2023/08/05","02:06","5","226","7.4","15.8","1014","-","-"
"2023/08/05","02:12","5.4","217","9","15.6","1014","-","-"
"2023/08/05","02:18","4.1","214","7.1","15.6","1014.1","-","-"
"2023/08/05","02:24","5.6","215","9.4","15.4","1014.1","-","-"
"2023/08/05","02:30","5.5","225","9.5","15.3","1014","-","-"
"2023/08/05","02:36","5.3","226","8.8","15.2","1014.1","-","-"
"2023/08/05","02:42","5.6","229","10","15.1","1014.1","-","-"
"2023/08/05","02:48","4.1","229","8.3","15.1","1014.2","-","-"
"2023/08/05","02:54","3.1","254","5.1","15.1","1014.2","-","-"
"2023/08/05","03:00","3","250","6.3","15","1014.3","-","-"
"2023/08/05","03:06","2.9","245","5.1","15","1014.3","-","-"
"2023/08/05","03:12","2.1","172","7.3","14.9","1014.4","-","-"
"2023/08/05","03:18","1.2","113","4.2","14.9","1014.5","-","-"
"2023/08/05","03:24","1.2","318","3.7","14.8","1014.5","-","-"
"2023/08/05","03:30","1.6","117","6.7","14.7","1014.4","-","-"
"2023/08/05","03:36","2","244","5.6","14.7","1014.4","-","-"
"2023/08/05","03:42","2.3","226","4.3","14.6","1014.4","-","-"
"2023/08/05","03:48","2.7","243","5.8","14.6","1014.5","-","-"
"2023/08/05","03:54","0.7","289","5","14.7","1014.5","-","-"
"2023/08/05","04:00","1.3","127","4.7","14.6","1014.5","-","-"
"2023/08/05","04:06","1.1","93","3.5","14.6","1014.5","-","-"
"2023/08/05","04:12","0.4","243","4.3","14.6","1014.7","-","-"
"2023/08/05","04:18","1.3","217","3.1","14.6","1014.6","-","-"
"2023/08/05","04:24","1.8","172","3.8","14.6","1014.6","-","-"
"2023/08/05","04:30","1.8","270","3.6","14.6","1014.7","-","-"
"2023/08/05","04:36","1.4","55","2.4","14.6","1014.7","-","-"
"2023/08/05","04:42","1.3","152","3.2","14.6","1014.7","-","-"
"2023/08/05","04:48","0.6","59","2.1","14.6","1014.7","-","-"
"2023/08/05","04:54","0.8","159","3","14.6","1014.9","-","-"
"2023/08/05","05:00","2","139","3.4","14.6","1014.8","-","-"
"2023/08/05","05:06","1.1","84","2.3","14.6","1014.8","-","-"
"2023/08/05","05:12","1.1","205","3.3","14.6","1014.9","-","-"
"2023/08/05","05:18","0.7","248","1.9","14.6","1014.9","-","-"
"2023/08/05","05:24","0.8","206","2.8","14.5","1014.9","-","-"
"2023/08/05","05:30","0.8","144","3","14.5","1014.8","-","-"
"2023/08/05","05:36","0.5","13","2.1","14.5","1014.8","-","-"
"2023/08/05","05:42","1.6","180","2.5","14.5","1014.8","-","-"
"2023/08/05","05:48","1.2","107","2.1","14.5","1014.8","-","-"
"2023/08/05","05:54","1.4","180","2.2","14.4","1014.8","-","-"
"2023/08/05","06:00","0.9","221","2.9","14.4","1014.8","-","-"
"2023/08/05","06:06","1.7","206","3.4","14.4","1014.8","-","-"
"2023/08/05","06:12","2.1","214","2.8","14.5","1014.8","-","-"
"2023/08/05","06:18","1.3","202","2.2","14.5","1014.8","-","-"
"2023/08/05","06:24","1.2","240","2.4","14.4","1014.6","-","-"
"2023/08/05","06:30","0.9","230","1.9","14.5","1014.7","-","-"
"2023/08/05","06:36","1.2","264","2.1","14.4","1014.6","-","-"
"2023/08/05","06:42","0.5","215","1.4","14.4","1014.5","-","-"
"2023/08/05","06:48","1.3","170","1.9","14.4","1014.5","-","-"
"2023/08/05","06:54","1.1","181","2.6","14.4","1014.5","-","-"
"2023/08/05","07:00","0.9","142","1.5","14.5","1014.5","-","-"
"2023/08/05","07:06","1.6","135","2.1","14.5","1014.4","-","-"
"2023/08/05","07:12","1.2","132","2.4","14.4","1014.5","-","-"
"2023/08/05","07:18","1.4","145","2.1","14.3","1014.4","-","-"
"2023/08/05","07:24","1","159","2","14.2","1014.4","-","-"
"2023/08/05","07:30","1.6","142","2.5","14.2","1014.5","-","-"
"2023/08/05","07:36","1.5","159","2.4","14.2","1014.5","-","-"
"2023/08/05","07:42","2.5","153","3.2","14.2","1014.4","-","-"
"2023/08/05","07:48","3.3","155","4.5","14","1014.4","-","-"
"2023/08/05","07:54","3.2","148","4.7","13.8","1014.4","-","-"
"2023/08/05","08:00","3.6","132","4.7","13.7","1014.3","-","-"
"2023/08/05","08:06","1.9","144","4.1","13.8","1014.3","-","-"
"2023/08/05","08:12","4.5","133","5.7","13.6","1014.2","-","-"
"2023/08/05","08:18","4.4","136","5.7","13.6","1014.2","-","-"
"2023/08/05","08:24","4.2","136","5.2","13.6","1014.1","-","-"
"2023/08/05","08:30","4","132","5.4","13.5","1014.2","-","-"
"2023/08/05","08:36","4.1","136","5.6","13.5","1014.1","-","-"
"2023/08/05","08:42","1.9","135","4.3","13.5","1014.1","-","-"
"2023/08/05","08:48","3.3","143","4.3","13.5","1014.1","-","-"
"2023/08/05","08:54","3.1","134","3.8","13.5","1014.1","-","-"
"2023/08/05","09:00","2.2","132","3.3","13.5","1014.1","-","-"
"2023/08/05","09:06","2.6","136","3.2","13.5","1014","-","-"
"2023/08/05","09:12","0.6","157","2.6","13.6","1014","-","-"
"2023/08/05","09:18","0.3","334","0.9","13.6","1014","-","-"
"2023/08/05","09:24","1.6","251","2.7","13.4","1014","-","-"
"2023/08/05","09:30","2","253","3","13.4","1014","-","-"
"2023/08/05","09:36","0.6","200","2.5","13.4","1013.9","-","-"
"2023/08/05","09:42","2.1","139","2.6","13.6","1013.9","-","-"
"2023/08/05","09:48","3.9","137","4.3","13.5","1013.8","-","-"
"2023/08/05","09:54","3.6","137","4.2","13.4","1013.8","-","-"
"2023/08/05","10:00","3.9","138","4.8","13.3","1013.8","-","-"
"2023/08/05","10:06","2.8","138","4.4","13.2","1013.8","-","-"
"2023/08/05","10:12","2.6","120","3.2","13.3","1013.8","-","-"
"2023/08/05","10:18","3.2","120","4.1","13.1","1013.8","-","-"
"2023/08/05","10:24","3.2","136","4","13.1","1013.8","-","-"
"2023/08/05","10:30","3","138","4.1","13.1","1013.9","-","-"
"2023/08/05","10:36","2.5","140","3.8","13.1","1013.9","-","-"
"2023/08/05","10:42","2.8","134","4.8","12.9","1013.9","-","-"
"2023/08/05","10:48","3.1","131","4","13","1014","-","-"
"2023/08/05","10:54","1.9","106","3.5","12.9","1014","-","-"
"2023/08/05","11:00","2.2","132","3.5","13","1014","-","-"
"2023/08/05","11:06","1.5","130","3","13","1014.1","-","-"
"2023/08/05","11:12","2.3","129","2.6","13","1014","-","-"
"2023/08/05","11:18","2.2","116","2.5","13.1","1014","-","-"
"2023/08/05","11:24","2.6","136","3.2","13.2","1014","-","-"
"2023/08/05","11:30","2.9","146","3.8","13.1","1014","-","-"
"2023/08/05","11:36","2.8","147","3.7","13.1","1013.9","-","-"
"2023/08/05","11:42","3","145","4","13.1","1014","-","-"
"2023/08/05","11:48","3.5","148","4.2","13.1","1014","-","-"
"2023/08/05","11:54","3","151","4.5","13","1014","-","-"
"2023/08/05","12:00","2.4","147","3.8","13","1014","-","-"
"2023/08/05","12:06","2.9","132","3.6","12.9","1014","-","-"
"2023/08/05","12:12","1","153","2.8","13","1014.1","-","-"
"2023/08/05","12:18","1.1","180","3","12.9","1014.1","-","-"
"2023/08/05","12:24","3.2","125","4.5","12.9","1014.1","-","-"
"2023/08/05","12:30","2.7","134","4.1","12.9","1014.1","-","-"
"2023/08/05","12:36","3.1","136","3.9","13","1014","-","-"
"2023/08/05","12:42","2.9","124","3.8","12.9","1014","-","-"
"2023/08/05","12:48","1.8","126","3.7","12.9","1014.1","-","-"
"2023/08/05","12:54","2.7","135","4.2","12.9","1014.1","-","-"
"2023/08/05","13:00","2","107","3.7","12.7","1014.2","-","-"
"2023/08/05","13:06","2.1","123","3.9","12.7","1014.2","-","-"
"2023/08/05","13:12","2.8","139","4","12.7","1014.3","-","-"
"2023/08/05","13:18","2.7","166","4.9","12.7","1014.5","-","-"
"2023/08/05","13:24","2.3","167","4.1","12.9","1014.4","-","-"
"2023/08/05","13:30","2.9","173","4.2","12.7","1014.4","-","-"
"2023/08/05","13:36","2.4","165","4.9","12.8","1014.4","-","-"
"2023/08/05","13:42","3.5","163","5.1","12.7","1014.5","-","-"
"2023/08/05","13:48","3.3","160","5.9","12.7","1014.5","-","-"
"2023/08/05","13:54","2.5","163","5.2","12.7","1014.5","-","-"
"2023/08/05","14:00","1.9","176","3","12.7","1014.6","-","-"
"2023/08/05","14:06","1.4","163","3","12.9","1014.6","-","-"
"2023/08/05","14:12","1.2","176","2.2","13","1014.6","-","-"
"2023/08/05","14:18","1.6","175","2.6","13.2","1014.7","-","-"
"2023/08/05","14:24","1","167","2.1","13.3","1014.8","-","-"
"2023/08/05","14:30","1","204","1.6","13.3","1014.8","-","-"
"2023/08/05","14:36","0.5","179","1.9","13.5","1014.8","-","-"
"2023/08/05","14:42","0.7","177","2.8","13.5","1014.8","-","-"
"2023/08/05","14:48","1.7","149","2.9","13.5","1014.8","-","-"
"2023/08/05","14:54","1.4","190","2.9","13.5","1014.8","-","-"
"2023/08/05","15:00","0.9","64","2.5","13.6","1014.8","-","-"
"2023/08/05","15:06","1.5","131","2","13.8","1014.9","-","-"
"2023/08/05","15:12","1.4","155","1.9","13.9","1014.9","-","-"
"2023/08/05","15:18","1.8","124","2.5","14.1","1015","-","-"
"2023/08/05","15:24","2.3","126","3.1","14.1","1014.9","-","-"
"2023/08/05","15:30","1.9","108","3","14.3","1014.8","-","-"
"2023/08/05","15:36","1.7","89","1.9","14.5","1014.9","-","-"
"2023/08/05","15:42","1.7","67","2.2","14.5","1014.9","-","-"
"2023/08/05","15:48","1.3","57","1.9","14.5","1014.9","-","-"
"2023/08/05","15:54","1.1","55","1.6","14.6","1014.9","-","-"
"2023/08/05","16:00","1.7","71","1.9","14.6","1014.9","-","-"
"2023/08/05","16:06","1.4","79","2","14.7","1015","-","-"
"2023/08/05","16:12","1.8","85","2","14.8","1015.1","-","-"
"2023/08/05","16:18","2.4","90","2.8","14.9","1015","-","-"
"2023/08/05","16:24","2.8","85","3.1","14.8","1014.8","-","-"
"2023/08/05","16:30","2.7","101","3","15","1014.8","-","-"
"2023/08/05","16:36","3.1","107","3.5","15","1014.9","-","-"
"2023/08/05","16:42","3.4","115","3.8","15.1","1014.9","-","-"
"2023/08/05","16:48","4.1","122","4.6","15.2","1014.8","-","-"
"2023/08/05","16:54","4.4","120","4.8","15.3","1014.8","-","-"
"2023/08/05","17:00","3.6","117","4.7","15.4","1014.9","-","-"
"2023/08/05","17:06","3.1","115","4","15.5","1015","-","-"
"2023/08/05","17:12","1.6","91","3.7","15.7","1015.2","-","-"
"2023/08/05","17:18","1.3","357","1.8","15.3","1015.2","-","-"
"2023/08/05","17:24","1.3","318","1.9","15.6","1015.3","-","-"
"2023/08/05","17:30","0.7","4","2.1","15.7","1015.3","-","-"
"2023/08/05","17:36","0.7","349","1.4","15.9","1015.3","-","-"
"2023/08/05","17:42","0.7","20","1","15.9","1015.3","-","-"
"2023/08/05","17:48","0.7","54","1.3","16.2","1015.2","-","-"
"2023/08/05","17:54","1.2","41","1.7","16.1","1015.3","-","-"
"2023/08/05","18:00","1.7","17","2.1","16","1015.3","-","-"
"2023/08/05","18:06","2","338","2.4","15.9","1015.4","-","-"
"2023/08/05","18:12","1.3","331","1.8","16.1","1015.4","-","-"
"2023/08/05","18:18","2.2","333","3.1","16.1","1015.4","-","-"
"2023/08/05","18:24","2.6","335","3.4","16","1015.5","-","-"
"2023/08/05","18:30","2.6","341","3.1","16.4","1015.4","-","-"
"2023/08/05","18:36","1.5","341","3.5","16.8","1015.4","-","-"
"2023/08/05","18:42","1.2","339","2.3","17.3","1015.4","-","-"
"2023/08/05","18:48","1.5","122","1.7","17.5","1015.4","-","-"
"2023/08/05","18:54","2.2","129","2.6","17.4","1015.4","-","-"
"2023/08/05","19:00","1.8","135","2.8","17.5","1015.4","-","-"
"2023/08/05","19:06","1.7","112","2.5","17.5","1015.4","-","-"
"2023/08/05","19:12","1.6","285","3.2","18.5","1015.5","-","-"
"2023/08/05","19:18","4.2","258","5.1","19.2","1015.5","-","-"
"2023/08/05","19:24","3.6","268","5.3","19.2","1015.4","-","-"
"2023/08/05","19:30","3.4","266","5.8","18.8","1015.4","-","-"
"2023/08/05","19:36","4.9","260","6.6","18.3","1015.4","-","-"
"2023/08/05","19:42","4.5","259","6.7","18","1015.4","-","-"
"2023/08/05","19:48","4.3","261","6.7","18.6","1015.3","-","-"
"2023/08/05","19:54","3.5","253","5.6","19.3","1015.3","-","-"
"2023/08/05","20:00","2.9","255","4.8","19.6","1015.2","-","-"
"2023/08/05","20:06","3.1","240","4.7","20","1015.2","-","-"
"2023/08/05","20:12","2.8","244","5","20.3","1015.2","-","-"
"2023/08/05","20:18","3.3","241","4.8","19.9","1015.1","-","-"
"2023/08/05","20:24","2.2","235","5.1","20.7","1015.1","-","-"
"2023/08/05","20:30","2.4","275","4.8","20.1","1015.1","-","-"
"2023/08/05","20:36","3.5","254","5.3","20","1015.1","-","-"
"2023/08/05","20:42","3.5","250","5.4","20","1015","-","-"
"2023/08/05","20:48","3.4","235","4.7","20.2","1014.9","-","-"
"2023/08/05","20:54","2.5","249","4.9","20.5","1014.9","-","-"
"2023/08/05","21:00","3.6","244","5","20.1","1014.9","-","-"
"2023/08/05","21:06","3.6","252","6.3","20.2","1014.9","-","-"
"2023/08/05","21:12","3.9","223","6.6","20.3","1014.9","-","-"
"2023/08/05","21:18","3.2","256","7.1","20.1","1014.8","-","-"
"2023/08/05","21:24","2.4","249","5","20.9","1014.8","-","-"
"2023/08/05","21:30","2.1","242","4.2","20.8","1014.8","-","-"
"2023/08/05","21:36","3.6","240","5.3","20.2","1014.9","-","-"
"2023/08/05","21:42","4.3","221","6.8","19.6","1014.8","-","-"
"2023/08/05","21:48","3","227","6.3","20","1014.7","-","-"
"2023/08/05","21:54","2.3","221","4.6","20.5","1014.7","-","-"
"2023/08/05","22:00","3.2","205","4.7","20.4","1014.7","-","-"
